Qty_Completed;open_cases;Part_Desc_;Resource;activity_duration;weekday;label;Report_Type;Resource.1;timesincecasestart;Rework;timesincemidnight;concept:name;month;hour;Work_Order_Qty;Qty_for_MRB;event_nr;Complete Timestamp;lifecycle:transition;timesincelastevent;case:concept:name;Case_duplicate;case_length;base_case_id;LPMs_list;LPMs_binary;LPMs_frequency
0;19;Housing;ID4219;45.0;1;regular;B;Machine 8 - Turning & Milling;226.0;missing;1429;Turning & Milling - Machine 8;3;23;27;0;3;2012-03-13 22:49:00+00:00;complete;46.0;Case101_10;Case101;10;Case101;+;0.0;0.0
7;19;Housing;ID4219;76.0;2;regular;D;Machine 8 - Turning & Milling;303.0;missing;66;Turning & Milling - Machine 8;3;1;27;0;4;2012-03-14 00:06:00+00:00;complete;77.0;Case101_10;Case101;10;Case101;+;0.0;0.0
17;20;Housing;ID4794;322.0;2;regular;D;Machine 8 - Turning & Milling;625.0;missing;388;Turning & Milling - Machine 8;3;6;27;0;5;2012-03-14 05:28:00+00:00;complete;322.0;Case101_10;Case101;10;Case101;+;0.0;0.0
3;20;Housing;ID0997;46.0;2;regular;D;Machine 8 - Turning & Milling;705.0;missing;468;Turning & Milling - Machine 8;3;7;27;0;6;2012-03-14 06:48:00+00:00;complete;80.0;Case101_10;Case101;10;Case101;+;0.0;0.0
0;20;Housing;ID0997;201.0;2;regular;S;Machine 8 - Turning & Milling;907.0;missing;670;Turning & Milling - Machine 8;3;11;27;0;7;2012-03-14 10:10:00+00:00;complete;202.0;Case101_10;Case101;10;Case101;+;0.0;0.0
27;20;Housing;ID0997;139.0;2;regular;D;Machine 8 - Turning & Milling;1047.0;missing;810;Turning & Milling - Machine 8;3;13;27;0;8;2012-03-14 12:30:00+00:00;complete;140.0;Case101_10;Case101;10;Case101;+;0.0;0.0
27;20;Housing;ID4618;75.0;2;regular;D;Quality Check 1;1125.0;missing;888;Turning & Milling Q.C.;3;14;27;0;9;2012-03-14 13:48:00+00:00;complete;78.0;Case101_10;Case101;10;Case101;+;0.0;0.0
27;22;Housing;ID0998;60.0;3;regular;D;Machine 11 - Grinding;2332.0;missing;655;Flat Grinding - Machine 11;3;10;27;0;10;2012-03-15 09:55:00+00:00;complete;1207.0;Case101_10;Case101;10;Case101;+;0.0;0.0
0;20;Housing;ID4219;76.0;1;regular;S;Machine 8 - Turning & Milling;0.0;missing;1203;other;3;20;27;0;1;2012-03-13 19:03:00+00:00;complete;0.0;Case101_11;Case101;11;Case101;+;0.0;0.0
0;20;Housing;ID4219;145.0;1;regular;S;Machine 8 - Turning & Milling;180.0;missing;1383;Turning & Milling - Machine 8;3;23;27;0;2;2012-03-13 22:03:00+00:00;complete;180.0;Case101_11;Case101;11;Case101;+;0.0;0.0
0;19;Housing;ID4219;45.0;1;regular;B;Machine 8 - Turning & Milling;226.0;missing;1429;Turning & Milling - Machine 8;3;23;27;0;3;2012-03-13 22:49:00+00:00;complete;46.0;Case101_11;Case101;11;Case101;+;0.0;0.0
7;19;Housing;ID4219;76.0;2;regular;D;Machine 8 - Turning & Milling;303.0;missing;66;Turning & Milling - Machine 8;3;1;27;0;4;2012-03-14 00:06:00+00:00;complete;77.0;Case101_11;Case101;11;Case101;+;0.0;0.0
17;20;Housing;ID4794;322.0;2;regular;D;Machine 8 - Turning & Milling;625.0;missing;388;Turning & Milling - Machine 8;3;6;27;0;5;2012-03-14 05:28:00+00:00;complete;322.0;Case101_11;Case101;11;Case101;+;0.0;0.0
3;20;Housing;ID0997;46.0;2;regular;D;Machine 8 - Turning & Milling;705.0;missing;468;Turning & Milling - Machine 8;3;7;27;0;6;2012-03-14 06:48:00+00:00;complete;80.0;Case101_11;Case101;11;Case101;+;0.0;0.0
0;20;Housing;ID0997;201.0;2;regular;S;Machine 8 - Turning & Milling;907.0;missing;670;Turning & Milling - Machine 8;3;11;27;0;7;2012-03-14 10:10:00+00:00;complete;202.0;Case101_11;Case101;11;Case101;+;0.0;0.0
27;20;Housing;ID0997;139.0;2;regular;D;Machine 8 - Turning & Milling;1047.0;missing;810;Turning & Milling - Machine 8;3;13;27;0;8;2012-03-14 12:30:00+00:00;complete;140.0;Case101_11;Case101;11;Case101;+;0.0;0.0
27;20;Housing;ID4618;75.0;2;regular;D;Quality Check 1;1125.0;missing;888;Turning & Milling Q.C.;3;14;27;0;9;2012-03-14 13:48:00+00:00;complete;78.0;Case101_11;Case101;11;Case101;+;0.0;0.0
27;22;Housing;ID0998;60.0;3;regular;D;Machine 11 - Grinding;2332.0;missing;655;Flat Grinding - Machine 11;3;10;27;0;10;2012-03-15 09:55:00+00:00;complete;1207.0;Case101_11;Case101;11;Case101;+;0.0;0.0
21;16;Housing;ID0998;100.0;4;regular;D;Machine 1 - Lapping;13957.0;missing;760;Lapping - Machine 1;3;12;27;0;11;2012-03-23 11:40:00+00:00;complete;11625.0;Case101_11;Case101;11;Case101;+;0.0;0.0
0;20;Housing;ID4219;76.0;1;regular;S;Machine 8 - Turning & Milling;0.0;missing;1203;other;3;20;27;0;1;2012-03-13 19:03:00+00:00;complete;0.0;Case101_12;Case101;12;Case101;+;0.0;0.0
0;20;Housing;ID4219;145.0;1;regular;S;Machine 8 - Turning & Milling;180.0;missing;1383;Turning & Milling - Machine 8;3;23;27;0;2;2012-03-13 22:03:00+00:00;complete;180.0;Case101_12;Case101;12;Case101;+;0.0;0.0
0;19;Housing;ID4219;45.0;1;regular;B;Machine 8 - Turning & Milling;226.0;missing;1429;Turning & Milling - Machine 8;3;23;27;0;3;2012-03-13 22:49:00+00:00;complete;46.0;Case101_12;Case101;12;Case101;+;0.0;0.0
7;19;Housing;ID4219;76.0;2;regular;D;Machine 8 - Turning & Milling;303.0;missing;66;Turning & Milling - Machine 8;3;1;27;0;4;2012-03-14 00:06:00+00:00;complete;77.0;Case101_12;Case101;12;Case101;+;0.0;0.0
17;20;Housing;ID4794;322.0;2;regular;D;Machine 8 - Turning & Milling;625.0;missing;388;Turning & Milling - Machine 8;3;6;27;0;5;2012-03-14 05:28:00+00:00;complete;322.0;Case101_12;Case101;12;Case101;+;0.0;0.0
3;20;Housing;ID0997;46.0;2;regular;D;Machine 8 - Turning & Milling;705.0;missing;468;Turning & Milling - Machine 8;3;7;27;0;6;2012-03-14 06:48:00+00:00;complete;80.0;Case101_12;Case101;12;Case101;+;0.0;0.0
0;20;Housing;ID0997;201.0;2;regular;S;Machine 8 - Turning & Milling;907.0;missing;670;Turning & Milling - Machine 8;3;11;27;0;7;2012-03-14 10:10:00+00:00;complete;202.0;Case101_12;Case101;12;Case101;+;0.0;0.0
27;20;Housing;ID0997;139.0;2;regular;D;Machine 8 - Turning & Milling;1047.0;missing;810;Turning & Milling - Machine 8;3;13;27;0;8;2012-03-14 12:30:00+00:00;complete;140.0;Case101_12;Case101;12;Case101;+;0.0;0.0
27;20;Housing;ID4618;75.0;2;regular;D;Quality Check 1;1125.0;missing;888;Turning & Milling Q.C.;3;14;27;0;9;2012-03-14 13:48:00+00:00;complete;78.0;Case101_12;Case101;12;Case101;+;0.0;0.0
27;22;Housing;ID0998;60.0;3;regular;D;Machine 11 - Grinding;2332.0;missing;655;Flat Grinding - Machine 11;3;10;27;0;10;2012-03-15 09:55:00+00:00;complete;1207.0;Case101_12;Case101;12;Case101;+;0.0;0.0
21;16;Housing;ID0998;100.0;4;regular;D;Machine 1 - Lapping;13957.0;missing;760;Lapping - Machine 1;3;12;27;0;11;2012-03-23 11:40:00+00:00;complete;11625.0;Case101_12;Case101;12;Case101;+;0.0;0.0
0;17;Housing;ID4528;90.0;5;regular;S;Machine 12 - Grinding;16062.0;missing;1425;Round Grinding - Machine 12;3;23;27;0;12;2012-03-24 22:45:00+00:00;complete;2105.0;Case101_12;Case101;12;Case101;+;0.0;0.0
0;20;Housing;ID4219;76.0;1;regular;S;Machine 8 - Turning & Milling;0.0;missing;1203;other;3;20;27;0;1;2012-03-13 19:03:00+00:00;complete;0.0;Case101_13;Case101;13;Case101;+;0.0;0.0
0;20;Housing;ID4219;145.0;1;regular;S;Machine 8 - Turning & Milling;180.0;missing;1383;Turning & Milling - Machine 8;3;23;27;0;2;2012-03-13 22:03:00+00:00;complete;180.0;Case101_13;Case101;13;Case101;+;0.0;0.0
0;19;Housing;ID4219;45.0;1;regular;B;Machine 8 - Turning & Milling;226.0;missing;1429;Turning & Milling - Machine 8;3;23;27;0;3;2012-03-13 22:49:00+00:00;complete;46.0;Case101_13;Case101;13;Case101;+;0.0;0.0
7;19;Housing;ID4219;76.0;2;regular;D;Machine 8 - Turning & Milling;303.0;missing;66;Turning & Milling - Machine 8;3;1;27;0;4;2012-03-14 00:06:00+00:00;complete;77.0;Case101_13;Case101;13;Case101;+;0.0;0.0
17;20;Housing;ID4794;322.0;2;regular;D;Machine 8 - Turning & Milling;625.0;missing;388;Turning & Milling - Machine 8;3;6;27;0;5;2012-03-14 05:28:00+00:00;complete;322.0;Case101_13;Case101;13;Case101;+;0.0;0.0
3;20;Housing;ID0997;46.0;2;regular;D;Machine 8 - Turning & Milling;705.0;missing;468;Turning & Milling - Machine 8;3;7;27;0;6;2012-03-14 06:48:00+00:00;complete;80.0;Case101_13;Case101;13;Case101;+;0.0;0.0
0;20;Housing;ID0997;201.0;2;regular;S;Machine 8 - Turning & Milling;907.0;missing;670;Turning & Milling - Machine 8;3;11;27;0;7;2012-03-14 10:10:00+00:00;complete;202.0;Case101_13;Case101;13;Case101;+;0.0;0.0
27;20;Housing;ID0997;139.0;2;regular;D;Machine 8 - Turning & Milling;1047.0;missing;810;Turning & Milling - Machine 8;3;13;27;0;8;2012-03-14 12:30:00+00:00;complete;140.0;Case101_13;Case101;13;Case101;+;0.0;0.0
27;20;Housing;ID4618;75.0;2;regular;D;Quality Check 1;1125.0;missing;888;Turning & Milling Q.C.;3;14;27;0;9;2012-03-14 13:48:00+00:00;complete;78.0;Case101_13;Case101;13;Case101;+;0.0;0.0
27;22;Housing;ID0998;60.0;3;regular;D;Machine 11 - Grinding;2332.0;missing;655;Flat Grinding - Machine 11;3;10;27;0;10;2012-03-15 09:55:00+00:00;complete;1207.0;Case101_13;Case101;13;Case101;+;0.0;0.0
21;16;Housing;ID0998;100.0;4;regular;D;Machine 1 - Lapping;13957.0;missing;760;Lapping - Machine 1;3;12;27;0;11;2012-03-23 11:40:00+00:00;complete;11625.0;Case101_13;Case101;13;Case101;+;0.0;0.0
0;17;Housing;ID4528;90.0;5;regular;S;Machine 12 - Grinding;16062.0;missing;1425;Round Grinding - Machine 12;3;23;27;0;12;2012-03-24 22:45:00+00:00;complete;2105.0;Case101_13;Case101;13;Case101;+;0.0;0.0
17;19;Housing;ID4528;420.0;6;regular;D;Machine 12 - Grinding;16482.0;missing;405;Round Grinding - Machine 12;3;6;27;0;13;2012-03-25 04:45:00+00:00;complete;420.0;Case101_13;Case101;13;Case101;+;0.0;0.0
0;20;Housing;ID4219;76.0;1;regular;S;Machine 8 - Turning & Milling;0.0;missing;1203;other;3;20;27;0;1;2012-03-13 19:03:00+00:00;complete;0.0;Case101_14;Case101;14;Case101;+;0.0;0.0
0;20;Housing;ID4219;145.0;1;regular;S;Machine 8 - Turning & Milling;180.0;missing;1383;Turning & Milling - Machine 8;3;23;27;0;2;2012-03-13 22:03:00+00:00;complete;180.0;Case101_14;Case101;14;Case101;+;0.0;0.0
0;19;Housing;ID4219;45.0;1;regular;B;Machine 8 - Turning & Milling;226.0;missing;1429;Turning & Milling - Machine 8;3;23;27;0;3;2012-03-13 22:49:00+00:00;complete;46.0;Case101_14;Case101;14;Case101;+;0.0;0.0
7;19;Housing;ID4219;76.0;2;regular;D;Machine 8 - Turning & Milling;303.0;missing;66;Turning & Milling - Machine 8;3;1;27;0;4;2012-03-14 00:06:00+00:00;complete;77.0;Case101_14;Case101;14;Case101;+;0.0;0.0
17;20;Housing;ID4794;322.0;2;regular;D;Machine 8 - Turning & Milling;625.0;missing;388;Turning & Milling - Machine 8;3;6;27;0;5;2012-03-14 05:28:00+00:00;complete;322.0;Case101_14;Case101;14;Case101;+;0.0;0.0
3;20;Housing;ID0997;46.0;2;regular;D;Machine 8 - Turning & Milling;705.0;missing;468;Turning & Milling - Machine 8;3;7;27;0;6;2012-03-14 06:48:00+00:00;complete;80.0;Case101_14;Case101;14;Case101;+;0.0;0.0
0;20;Housing;ID0997;201.0;2;regular;S;Machine 8 - Turning & Milling;907.0;missing;670;Turning & Milling - Machine 8;3;11;27;0;7;2012-03-14 10:10:00+00:00;complete;202.0;Case101_14;Case101;14;Case101;+;0.0;0.0
27;20;Housing;ID0997;139.0;2;regular;D;Machine 8 - Turning & Milling;1047.0;missing;810;Turning & Milling - Machine 8;3;13;27;0;8;2012-03-14 12:30:00+00:00;complete;140.0;Case101_14;Case101;14;Case101;+;0.0;0.0
27;20;Housing;ID4618;75.0;2;regular;D;Quality Check 1;1125.0;missing;888;Turning & Milling Q.C.;3;14;27;0;9;2012-03-14 13:48:00+00:00;complete;78.0;Case101_14;Case101;14;Case101;+;0.0;0.0
27;22;Housing;ID0998;60.0;3;regular;D;Machine 11 - Grinding;2332.0;missing;655;Flat Grinding - Machine 11;3;10;27;0;10;2012-03-15 09:55:00+00:00;complete;1207.0;Case101_14;Case101;14;Case101;+;0.0;0.0
21;16;Housing;ID0998;100.0;4;regular;D;Machine 1 - Lapping;13957.0;missing;760;Lapping - Machine 1;3;12;27;0;11;2012-03-23 11:40:00+00:00;complete;11625.0;Case101_14;Case101;14;Case101;+;0.0;0.0
0;17;Housing;ID4528;90.0;5;regular;S;Machine 12 - Grinding;16062.0;missing;1425;Round Grinding - Machine 12;3;23;27;0;12;2012-03-24 22:45:00+00:00;complete;2105.0;Case101_14;Case101;14;Case101;+;0.0;0.0
17;19;Housing;ID4528;420.0;6;regular;D;Machine 12 - Grinding;16482.0;missing;405;Round Grinding - Machine 12;3;6;27;0;13;2012-03-25 04:45:00+00:00;complete;420.0;Case101_14;Case101;14;Case101;+;0.0;0.0
6;19;Housing;ID0998;60.0;6;regular;D;Machine 1 - Lapping;16737.0;missing;660;Lapping - Machine 1;3;11;27;0;14;2012-03-25 09:00:00+00:00;complete;255.0;Case101_14;Case101;14;Case101;+;0.0;0.0
0;20;Housing;ID4219;76.0;1;regular;S;Machine 8 - Turning & Milling;0.0;missing;1203;other;3;20;27;0;1;2012-03-13 19:03:00+00:00;complete;0.0;Case101_15;Case101;15;Case101;+;0.0;0.0
0;20;Housing;ID4219;145.0;1;regular;S;Machine 8 - Turning & Milling;180.0;missing;1383;Turning & Milling - Machine 8;3;23;27;0;2;2012-03-13 22:03:00+00:00;complete;180.0;Case101_15;Case101;15;Case101;+;0.0;0.0
0;19;Housing;ID4219;45.0;1;regular;B;Machine 8 - Turning & Milling;226.0;missing;1429;Turning & Milling - Machine 8;3;23;27;0;3;2012-03-13 22:49:00+00:00;complete;46.0;Case101_15;Case101;15;Case101;+;0.0;0.0
7;19;Housing;ID4219;76.0;2;regular;D;Machine 8 - Turning & Milling;303.0;missing;66;Turning & Milling - Machine 8;3;1;27;0;4;2012-03-14 00:06:00+00:00;complete;77.0;Case101_15;Case101;15;Case101;+;0.0;0.0
17;20;Housing;ID4794;322.0;2;regular;D;Machine 8 - Turning & Milling;625.0;missing;388;Turning & Milling - Machine 8;3;6;27;0;5;2012-03-14 05:28:00+00:00;complete;322.0;Case101_15;Case101;15;Case101;+;0.0;0.0
3;20;Housing;ID0997;46.0;2;regular;D;Machine 8 - Turning & Milling;705.0;missing;468;Turning & Milling - Machine 8;3;7;27;0;6;2012-03-14 06:48:00+00:00;complete;80.0;Case101_15;Case101;15;Case101;+;0.0;0.0
0;20;Housing;ID0997;201.0;2;regular;S;Machine 8 - Turning & Milling;907.0;missing;670;Turning & Milling - Machine 8;3;11;27;0;7;2012-03-14 10:10:00+00:00;complete;202.0;Case101_15;Case101;15;Case101;+;0.0;0.0
27;20;Housing;ID0997;139.0;2;regular;D;Machine 8 - Turning & Milling;1047.0;missing;810;Turning & Milling - Machine 8;3;13;27;0;8;2012-03-14 12:30:00+00:00;complete;140.0;Case101_15;Case101;15;Case101;+;0.0;0.0
27;20;Housing;ID4618;75.0;2;regular;D;Quality Check 1;1125.0;missing;888;Turning & Milling Q.C.;3;14;27;0;9;2012-03-14 13:48:00+00:00;complete;78.0;Case101_15;Case101;15;Case101;+;0.0;0.0
27;22;Housing;ID0998;60.0;3;regular;D;Machine 11 - Grinding;2332.0;missing;655;Flat Grinding - Machine 11;3;10;27;0;10;2012-03-15 09:55:00+00:00;complete;1207.0;Case101_15;Case101;15;Case101;+;0.0;0.0
21;16;Housing;ID0998;100.0;4;regular;D;Machine 1 - Lapping;13957.0;missing;760;Lapping - Machine 1;3;12;27;0;11;2012-03-23 11:40:00+00:00;complete;11625.0;Case101_15;Case101;15;Case101;+;0.0;0.0
0;17;Housing;ID4528;90.0;5;regular;S;Machine 12 - Grinding;16062.0;missing;1425;Round Grinding - Machine 12;3;23;27;0;12;2012-03-24 22:45:00+00:00;complete;2105.0;Case101_15;Case101;15;Case101;+;0.0;0.0
17;19;Housing;ID4528;420.0;6;regular;D;Machine 12 - Grinding;16482.0;missing;405;Round Grinding - Machine 12;3;6;27;0;13;2012-03-25 04:45:00+00:00;complete;420.0;Case101_15;Case101;15;Case101;+;0.0;0.0
6;19;Housing;ID0998;60.0;6;regular;D;Machine 1 - Lapping;16737.0;missing;660;Lapping - Machine 1;3;11;27;0;14;2012-03-25 09:00:00+00:00;complete;255.0;Case101_15;Case101;15;Case101;+;0.0;0.0
17;19;Housing;ID0998;14.0;6;regular;D;Machine 7- Laser Marking;16766.0;missing;689;Laser Marking - Machine 7;3;11;27;0;15;2012-03-25 09:29:00+00:00;complete;29.0;Case101_15;Case101;15;Case101;+;0.0;0.0
0;20;Housing;ID4219;76.0;1;regular;S;Machine 8 - Turning & Milling;0.0;missing;1203;other;3;20;27;0;1;2012-03-13 19:03:00+00:00;complete;0.0;Case101_16;Case101;16;Case101;+;0.0;0.0
0;20;Housing;ID4219;145.0;1;regular;S;Machine 8 - Turning & Milling;180.0;missing;1383;Turning & Milling - Machine 8;3;23;27;0;2;2012-03-13 22:03:00+00:00;complete;180.0;Case101_16;Case101;16;Case101;+;0.0;0.0
0;19;Housing;ID4219;45.0;1;regular;B;Machine 8 - Turning & Milling;226.0;missing;1429;Turning & Milling - Machine 8;3;23;27;0;3;2012-03-13 22:49:00+00:00;complete;46.0;Case101_16;Case101;16;Case101;+;0.0;0.0
7;19;Housing;ID4219;76.0;2;regular;D;Machine 8 - Turning & Milling;303.0;missing;66;Turning & Milling - Machine 8;3;1;27;0;4;2012-03-14 00:06:00+00:00;complete;77.0;Case101_16;Case101;16;Case101;+;0.0;0.0
17;20;Housing;ID4794;322.0;2;regular;D;Machine 8 - Turning & Milling;625.0;missing;388;Turning & Milling - Machine 8;3;6;27;0;5;2012-03-14 05:28:00+00:00;complete;322.0;Case101_16;Case101;16;Case101;+;0.0;0.0
3;20;Housing;ID0997;46.0;2;regular;D;Machine 8 - Turning & Milling;705.0;missing;468;Turning & Milling - Machine 8;3;7;27;0;6;2012-03-14 06:48:00+00:00;complete;80.0;Case101_16;Case101;16;Case101;+;0.0;0.0
0;20;Housing;ID0997;201.0;2;regular;S;Machine 8 - Turning & Milling;907.0;missing;670;Turning & Milling - Machine 8;3;11;27;0;7;2012-03-14 10:10:00+00:00;complete;202.0;Case101_16;Case101;16;Case101;+;0.0;0.0
27;20;Housing;ID0997;139.0;2;regular;D;Machine 8 - Turning & Milling;1047.0;missing;810;Turning & Milling - Machine 8;3;13;27;0;8;2012-03-14 12:30:00+00:00;complete;140.0;Case101_16;Case101;16;Case101;+;0.0;0.0
27;20;Housing;ID4618;75.0;2;regular;D;Quality Check 1;1125.0;missing;888;Turning & Milling Q.C.;3;14;27;0;9;2012-03-14 13:48:00+00:00;complete;78.0;Case101_16;Case101;16;Case101;+;0.0;0.0
27;22;Housing;ID0998;60.0;3;regular;D;Machine 11 - Grinding;2332.0;missing;655;Flat Grinding - Machine 11;3;10;27;0;10;2012-03-15 09:55:00+00:00;complete;1207.0;Case101_16;Case101;16;Case101;+;0.0;0.0
21;16;Housing;ID0998;100.0;4;regular;D;Machine 1 - Lapping;13957.0;missing;760;Lapping - Machine 1;3;12;27;0;11;2012-03-23 11:40:00+00:00;complete;11625.0;Case101_16;Case101;16;Case101;+;0.0;0.0
0;17;Housing;ID4528;90.0;5;regular;S;Machine 12 - Grinding;16062.0;missing;1425;Round Grinding - Machine 12;3;23;27;0;12;2012-03-24 22:45:00+00:00;complete;2105.0;Case101_16;Case101;16;Case101;+;0.0;0.0
17;19;Housing;ID4528;420.0;6;regular;D;Machine 12 - Grinding;16482.0;missing;405;Round Grinding - Machine 12;3;6;27;0;13;2012-03-25 04:45:00+00:00;complete;420.0;Case101_16;Case101;16;Case101;+;0.0;0.0
6;19;Housing;ID0998;60.0;6;regular;D;Machine 1 - Lapping;16737.0;missing;660;Lapping - Machine 1;3;11;27;0;14;2012-03-25 09:00:00+00:00;complete;255.0;Case101_16;Case101;16;Case101;+;0.0;0.0
17;19;Housing;ID0998;14.0;6;regular;D;Machine 7- Laser Marking;16766.0;missing;689;Laser Marking - Machine 7;3;11;27;0;15;2012-03-25 09:29:00+00:00;complete;29.0;Case101_16;Case101;16;Case101;+;0.0;0.0
17;19;Housing;ID4618;281.0;6;regular;D;Quality Check 1;16768.0;missing;691;Final Inspection Q.C.;3;11;27;0;16;2012-03-25 09:31:00+00:00;complete;2.0;Case101_16;Case101;16;Case101;+;0.0;0.0
0;20;Housing;ID4219;76.0;1;regular;S;Machine 8 - Turning & Milling;0.0;missing;1203;other;3;20;27;0;1;2012-03-13 19:03:00+00:00;complete;0.0;Case101_17;Case101;17;Case101;+;0.0;0.0
0;20;Housing;ID4219;145.0;1;regular;S;Machine 8 - Turning & Milling;180.0;missing;1383;Turning & Milling - Machine 8;3;23;27;0;2;2012-03-13 22:03:00+00:00;complete;180.0;Case101_17;Case101;17;Case101;+;0.0;0.0
0;19;Housing;ID4219;45.0;1;regular;B;Machine 8 - Turning & Milling;226.0;missing;1429;Turning & Milling - Machine 8;3;23;27;0;3;2012-03-13 22:49:00+00:00;complete;46.0;Case101_17;Case101;17;Case101;+;0.0;0.0
7;19;Housing;ID4219;76.0;2;regular;D;Machine 8 - Turning & Milling;303.0;missing;66;Turning & Milling - Machine 8;3;1;27;0;4;2012-03-14 00:06:00+00:00;complete;77.0;Case101_17;Case101;17;Case101;+;0.0;0.0
17;20;Housing;ID4794;322.0;2;regular;D;Machine 8 - Turning & Milling;625.0;missing;388;Turning & Milling - Machine 8;3;6;27;0;5;2012-03-14 05:28:00+00:00;complete;322.0;Case101_17;Case101;17;Case101;+;0.0;0.0
3;20;Housing;ID0997;46.0;2;regular;D;Machine 8 - Turning & Milling;705.0;missing;468;Turning & Milling - Machine 8;3;7;27;0;6;2012-03-14 06:48:00+00:00;complete;80.0;Case101_17;Case101;17;Case101;+;0.0;0.0
0;20;Housing;ID0997;201.0;2;regular;S;Machine 8 - Turning & Milling;907.0;missing;670;Turning & Milling - Machine 8;3;11;27;0;7;2012-03-14 10:10:00+00:00;complete;202.0;Case101_17;Case101;17;Case101;+;0.0;0.0
27;20;Housing;ID0997;139.0;2;regular;D;Machine 8 - Turning & Milling;1047.0;missing;810;Turning & Milling - Machine 8;3;13;27;0;8;2012-03-14 12:30:00+00:00;complete;140.0;Case101_17;Case101;17;Case101;+;0.0;0.0
27;20;Housing;ID4618;75.0;2;regular;D;Quality Check 1;1125.0;missing;888;Turning & Milling Q.C.;3;14;27;0;9;2012-03-14 13:48:00+00:00;complete;78.0;Case101_17;Case101;17;Case101;+;0.0;0.0
27;22;Housing;ID0998;60.0;3;regular;D;Machine 11 - Grinding;2332.0;missing;655;Flat Grinding - Machine 11;3;10;27;0;10;2012-03-15 09:55:00+00:00;complete;1207.0;Case101_17;Case101;17;Case101;+;0.0;0.0
21;16;Housing;ID0998;100.0;4;regular;D;Machine 1 - Lapping;13957.0;missing;760;Lapping - Machine 1;3;12;27;0;11;2012-03-23 11:40:00+00:00;complete;11625.0;Case101_17;Case101;17;Case101;+;0.0;0.0
0;17;Housing;ID4528;90.0;5;regular;S;Machine 12 - Grinding;16062.0;missing;1425;Round Grinding - Machine 12;3;23;27;0;12;2012-03-24 22:45:00+00:00;complete;2105.0;Case101_17;Case101;17;Case101;+;0.0;0.0
17;19;Housing;ID4528;420.0;6;regular;D;Machine 12 - Grinding;16482.0;missing;405;Round Grinding - Machine 12;3;6;27;0;13;2012-03-25 04:45:00+00:00;complete;420.0;Case101_17;Case101;17;Case101;+;0.0;0.0
6;19;Housing;ID0998;60.0;6;regular;D;Machine 1 - Lapping;16737.0;missing;660;Lapping - Machine 1;3;11;27;0;14;2012-03-25 09:00:00+00:00;complete;255.0;Case101_17;Case101;17;Case101;+;0.0;0.0
17;19;Housing;ID0998;14.0;6;regular;D;Machine 7- Laser Marking;16766.0;missing;689;Laser Marking - Machine 7;3;11;27;0;15;2012-03-25 09:29:00+00:00;complete;29.0;Case101_17;Case101;17;Case101;+;0.0;0.0
17;19;Housing;ID4618;281.0;6;regular;D;Quality Check 1;16768.0;missing;691;Final Inspection Q.C.;3;11;27;0;16;2012-03-25 09:31:00+00:00;complete;2.0;Case101_17;Case101;17;Case101;+;0.0;0.0
17;16;Housing;ID4820;60.0;0;regular;D;Packing;17577.0;missing;60;Packing;3;1;27;0;17;2012-03-25 23:00:00+00:00;complete;809.0;Case101_17;Case101;17;Case101;+;0.0;0.0
0;20;Housing;ID4219;76.0;1;regular;S;Machine 8 - Turning & Milling;0.0;missing;1203;other;3;20;27;0;1;2012-03-13 19:03:00+00:00;complete;0.0;Case101_3;Case101;3;Case101;+;0.0;0.0
0;20;Housing;ID4219;145.0;1;regular;S;Machine 8 - Turning & Milling;180.0;missing;1383;Turning & Milling - Machine 8;3;23;27;0;2;2012-03-13 22:03:00+00:00;complete;180.0;Case101_3;Case101;3;Case101;+;0.0;0.0
0;19;Housing;ID4219;45.0;1;regular;B;Machine 8 - Turning & Milling;226.0;missing;1429;Turning & Milling - Machine 8;3;23;27;0;3;2012-03-13 22:49:00+00:00;complete;46.0;Case101_3;Case101;3;Case101;+;0.0;0.0
0;20;Housing;ID4219;76.0;1;regular;S;Machine 8 - Turning & Milling;0.0;missing;1203;other;3;20;27;0;1;2012-03-13 19:03:00+00:00;complete;0.0;Case101_4;Case101;4;Case101;+;0.0;0.0
0;20;Housing;ID4219;145.0;1;regular;S;Machine 8 - Turning & Milling;180.0;missing;1383;Turning & Milling - Machine 8;3;23;27;0;2;2012-03-13 22:03:00+00:00;complete;180.0;Case101_4;Case101;4;Case101;+;0.0;0.0
